https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_1858977485;видеокарта;3000
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_ati_radeon_hd6390_powercolor_1645159739;видеокарта pci e 1gb ati radeon hd6390 powercolor;1810;r9 390;8108;r9 390;7152
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/sapphire_radeon_r9_280_1788886865;sapphire radeon r9 280;4000;r9 280;5382;r9 280;4765
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_1836127845;видеокарта;2000
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokartagt_palit_9600_512mb_ddr3_1828340971;видеокарта,gt palit 9600 512mb ddr3;1000;geforce 9600 gt;729;9600 gso 512;503
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/msi_radeon_380_2gb_1807279091;msi radeon 380 2gb;3000;r9 380;6162;r9 380;5550
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videkartablok_pitaniyaochen_horoshiy_i_3_planki_o_1853324308;видекарта+блок питания(очень xороший) и 3 планки о;6000
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/r7_370_na_4_gb_1847724137;r7 370 на 4 гб;4000;r7 370;4644;r7 370;4260
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/rayzer_watchdog_sinhronizator_m2_perehodniki_1842472343;райзер, watchdog, синxронизатор, м2, переxодники;2000
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_msi_radeon_r9_290x_gaming_4g_1845509570;видеокарта msi radeon r9 290x gaming 4g;5900;r9 290x;7453;r9 290;7152
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_r9_270x_1642738801;видеокарта r9 270x;4200;r9 270x;4697;r9 270;4260
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_gt210_palit_1560940749;видеокарта pci e 512mb geforce gt210 palit;1490;geforce 8800 gts 512;834;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta13gnvp10m090-1-0985-081c_1222020189;видеокарта13gnvp10m090 1 0985 081c;2000;radeon vega 10;1791;rx vega 10;1732
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_asus_radeon_r9_290x_dc_ii_1394600779;видеокарта asus radeon r9 290x dc ii;2000;r9 290x;7453;r9 290;7152
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_sparkle_1833336022;видеокарта pci e 384mb geforce fx9600gso sparkle;1460;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_alabatron_1833865294;видеокарта pci e 384mb geforce fx9600gso alabatron;1420;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/ati_radeon_hd_5870_palit_gtx_480_1783655709;ati radeon hd 5870 palit gtx 480;2000;hd 5870;2622;gtx 480;4360
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_r9_390_4gb_954597043;видеокарта r9 390 4gb;6000;r9 390;8108;r9 390;7152
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_256mb_ati_radeon_x800rx_club3d_1801236932;видеокарта pci e 256mb ati radeon x800rx club3d;1620;radeon x800 gt;84;radeon x800 gto;77;radeon x800 xl;69
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_palit_1494507898;видеокарта pci e 384mb geforce fx9600gso palit;1480;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_gt210_palit_1801648720;видеокарта pci e 512mb geforce gt210 palit;1480;geforce 8800 gts 512;834;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_256mb_geforce_fx6200tc_ecs_1833015856;видеокарта pci e 256mb geforce fx6200tc ecs;1140;geforce 256;5;geforce 6200;44
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_agp_128mb_fx5900xt_leadtek_1346935748;видеокарта agp 128mb fx5900xt leadtek;1290;fx 5900;35;fx 5900xt;40
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_gt210_asus_1801271387;видеокарта pci e 1gb geforce gt210 asus;1960;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_gt210_ecs_1833867596;видеокарта pci e 1gb geforce gt210 ecs;1930;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_gt210_ecs_1833186185;видеокарта pci e 1gb geforce gt210 ecs;1920;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_gt210_ecs_1833752114;видеокарта pci e 1gb geforce gt210 ecs;1940;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_gt210_ecs_1833255883;видеокарта pci e 1gb geforce gt210 ecs;1950;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_gt210_msi_1801742206;видеокарта pci e 1gb geforce gt210 msi;1940;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_gt210_palit_1801566854;видеокарта pci e 1gb geforce gt210 palit;1880;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci_8mb_trident_blade_3d_9880_1286046310;видеокарта pci 8mb trident blade 3d 9880;2090;gtx 880m;3730;quadro fx 880m;354;m880g with mobility hd 4250;104;m880g with mobility hd 4200;93;m880g with mobility hd 4225;72
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_gt210_msi_1801273940;видеокарта pci e 1gb geforce gt210 msi;1950;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_amd_radeon_hd_75007600_series_1834064750;видеокарта amd radeon hd 7500 7600 series;1000;hd 7660g + hd 7500m 7600m dual;999;hd 7600g + hd 7500m 7600m dual;555
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci_12mb_3dfx_voodoo2_1104688588;видеокарта pci 12mb 3dfx voodoo2;4790;r7 pro a12 8870;1376;r7 pro a12 9800;1336;r7 a12 9800 radeon;1245;r7 pro a12 8870e;1160;r7 a12 9800e radeon;1142;r7 pro a12 9800e;1015;r7 a12 9720p radeon;929;r7 pro a12 8830b;900;r7 a12 9730p radeon;862;r7 pro a12 9800b;824;r7 a12 9700p radeon;750;r7 pro a12 8800b;744
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_gt210_sparkle_1801502663;видеокарта pci e 512mb geforce gt210 sparkle;1460;geforce 8800 gts 512;834;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_ati_radeon_hd8490_hp_1450203480;видеокарта pci e 1gb ati radeon hd8490 hp;2320;hd 8490;377;radeon hd8490;366
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_evga_1801842832;видеокарта pci e 768mb geforce fx9600gso evga;1540;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_msi_1801486268;видеокарта pci e 768mb geforce fx9600gso msi;1530;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_gainward_1801784270;видеокарта pci e 768mb geforce fx9600gso gainward;1560;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_jetway_1801024307;видеокарта pci e 768mb geforce fx9600gso jetway;1550;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_palit_1801438457;видеокарта pci e 768mb geforce fx9600gso palit;1550;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_palit_1801034286;видеокарта pci e 768mb geforce fx9600gso palit;1560;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_evga_1801802554;видеокарта pci e 384mb geforce fx9600gso evga;1490;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_ecs_1801291255;видеокарта pci e 384mb geforce fx9600gso ecs;1440;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_evga_1801155135;видеокарта pci e 768mb geforce fx9600gso evga;1520;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_153gb_geforce_fx9600gso_jetway_1801247274;видеокарта pci e 1,53gb geforce fx9600gso jetway;1880;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_agp_128mb_fx5900xt_gigabyte_1302274227;видеокарта agp 128mb fx5900xt gigabyte;1290;fx 5900;35;fx 5900xt;40
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9600gso_inno3d_1801254122;видеокарта pci e 512mb geforce fx9600gso inno3d;1430;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_pny_1801862997;видеокарта pci e 768mb geforce fx9600gso pny;1640;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_fx9600gso_evga_1801210728;видеокарта pci e 1gb geforce fx9600gso evga;1830;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_fx9600gso_zotac_1801543325;видеокарта pci e 1gb geforce fx9600gso zotac;1840;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_xfx_1801524510;видеокарта pci e 768mb geforce fx9600gso xfx;1580;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_xfx_1801632308;видеокарта pci e 384mb geforce fx9600gso xfx;1490;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_sparkle_1801468837;видеокарта pci e 768mb geforce fx9600gso sparkle;1630;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_fx9600gso_sparkle_1801076230;видеокарта pci e 1gb geforce fx9600gso sparkle;1820;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_768mb_geforce_fx9600gso_axle_1801383822;видеокарта pci e 768mb geforce fx9600gso axle;1550;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_153gb_geforce_fx9600gso_xfx_1801084123;видеокарта pci e 1,53gb geforce fx9600gso xfx;1930;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9600gso_msi_1801704587;видеокарта pci e 512mb geforce fx9600gso msi;1490;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_evga_1801305264;видеокарта pci e 384mb geforce fx9600gso evga;1470;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_fx9600gso_inno3d_1801209465;видеокарта pci e 1gb geforce fx9600gso inno3d;1840;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_point_of_1801823253;видеокарта pci e 384mb geforce fx9600gso point of;1450;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_gigabyte_1801094594;видеокарта pci e 384mb geforce fx9600gso gigabyte;1430;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_jetway_1801329220;видеокарта pci e 384mb geforce fx9600gso jetway;1450;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_leadtek_1801215192;видеокарта pci e 384mb geforce fx9600gso leadtek;1470;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_evga_1801742443;видеокарта pci e 384mb geforce fx9600gso evga;1430;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_axle_1801785260;видеокарта pci e 384mb geforce fx9600gso axle;1430;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_fx9600gso_palit_1801081040;видеокарта pci e 1gb geforce fx9600gso palit;1850;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_gainward_1801066968;видеокарта pci e 384mb geforce fx9600gso gainward;1420;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_forsa_1801752707;видеокарта pci e 384mb geforce fx9600gso forsa;1410;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_fx9600gso_gainward_1801043241;видеокарта pci e 1gb geforce fx9600gso gainward;1830;9600 gso;516;9600 gs;445
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_geforce_gt210_2gb_dlya_ofisa_v_ideale_1832964081;видеокарта geforce gt210 2gb для офиса в идеале;1500;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_geforce_gt_210_1gb_gddr3_palit_1826901560;видеокарта pci e geforce gt 210 1gb gddr3 palit;1290;geforce g210m;199;geforce g210;169
https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_384mb_geforce_fx9600gso_albatron_1801365246;видеокарта pci e 384mb geforce fx9600gso albatron;1420;9600 gso;516;9600 gs;445
